auction_id,titulo,cat,pais,retail,piezas,puja_actual,recuperacion,ingreso_esperado,puja_max,margen_para_pujar,sell_through,rotacion_d,calidad,match
51521,"4 Pallets of Personal Care, Beauty & More, 1,9","Personal Care, Beauty",DE,52646.0,1943.0,6613.0,15.530823298816607,8176.357233894991,1302.26,-5310.74,41.151685393258425,431.0,datos,Shaving & Hair Removal Appliances(alias); Beauty(depto)
51570,"4 Pallets of Home Goods, Musical Instruments &","Home Goods, Musical Instruments",IT,27843.0,700.0,1585.0,43.522934989937085,12118.090789248183,2337.45,752.4499999999998,78.59154929577464,317.0,datos,Musical Instruments(depto)
50887,"Truckload of Lawn and Garden, Furniture & More","Lawn and Garden, Furniture",PL,27382.0,440.0,1715.0,35.19777696686239,9637.855289066261,1820.69,105.69000000000005,76.89226458871428,269.0,datos,Lawn and Garden(depto); Furniture(exacta)
51629,"Small Truckload of TVs 61""-69"", TVs 70"" and La","TVs 61""-69"", TVs 70"" and Larger",ES,34794.0,44.0,100.0,24.031715526945305,8361.595100445349,1694.56,1594.56,,,global,(global)
51625,"4 Pallets of Wireless, Camera & More, 379 Piec","Wireless, Camera",ES,77207.0,379.0,6025.0,16.97022576009235,13102.2022025945,3312.24,-2712.76,53.15752692744288,279.0,datos,Wireless(depto); Camera(depto)
51633,"4 Pallets of Wireless, Camera & More, 325 Piec","Wireless, Camera",ES,115213.0,325.0,5025.0,16.97022576009235,19551.9062049752,4942.72,-82.27999999999975,53.15752692744288,279.0,datos,Wireless(depto); Camera(depto)
51621,"Truckload of Pet Products, Furniture & More, 8","Pet Products, Furniture",PL,32410.0,888.0,100.0,33.56964671642005,10879.92250079174,2134.68,2034.6799999999998,74.58635703918723,268.0,datos,Pet Products(depto); Furniture(exacta)
51630,"Truckload of Printing Hardware, Office Supplie","Printing Hardware, Office Supplies",PL,66528.0,890.0,100.0,19.26398233331016,12815.942166704583,2624.11,2524.11,61.27733026467204,317.5,datos,Printing Hardware(exacta); Office Supplies(exacta)
50633,"Small Truckload of Drugstore, Beauty & More, 2","Drugstore, Beauty",UK,,2032.0,,4.3880585784534105,,,,25.0,409.0,datos,Drugstore(depto); Beauty(depto)
51599,"Small Truckload of TVs 61""-69"", TVs 70"" and La","TVs 61""-69"", TVs 70"" and Larger",ES,34794.0,44.0,575.0,24.031715526945305,8361.595100445349,1694.56,1119.56,,,global,(global)
51615,"4 Pallets of Wireless, Camera & More, 1,075 Pi","Wireless, Camera",ES,109630.0,1075.0,1075.0,16.97022576009235,18604.458500789242,4703.21,3628.21,53.15752692744288,279.0,datos,Wireless(depto); Camera(depto)
51624,"4 Pallets of Electronics, Home Entertainment &","Electronics, Home Entertainment",DE,17929.0,343.0,100.0,14.423304212206903,2585.9542122065754,0.0,-100.0,38.95348837209303,275.5,datos,Electronics(depto); Home Entertainment(exacta)
51567,"4 Pallets of Games, Building Sets & More, 564 ","Games, Building Sets",IT,17051.0,564.0,1225.0,21.12835456286443,3602.5957365140143,184.74,-1040.26,41.711229946524064,317.0,datos,Games(exacta); Building Sets(exacta)
50802,"Small Truckload of Home Goods, Lawn and Garden","Home Goods, Lawn and Garden",ES,19436.0,468.0,1025.0,38.951533558918555,7570.620062511411,1494.6,469.5999999999999,70.76566125290023,366.0,datos,Lawn and Garden(depto)
51446,"4 Pallets of Video Games, Office Products & Mo","Video Games, Office Products",PL,18429.0,503.0,1875.0,10.136792413347841,1868.1094738558736,0.0,-1875.0,0.0,29.0,datos,Video Games(depto)
50904,"4 Pallets of Drugstore, Beauty & More, 1,139 P","Drugstore, Beauty",UK,,1139.0,,4.3880585784534105,,,,25.0,409.0,datos,Drugstore(depto); Beauty(depto)
51432,"Small Truckload of Robotic Vacuums, Brush & El","Robotic Vacuums, Brush & Electric ",DE,107226.0,231.0,6136.0,24.031715526945305,25768.247290922372,6094.96,-41.039999999999964,,,global,(global)
51534,"Truckload of Kitchen, Home Goods & More, 2,504","Kitchen, Home Goods",UK,,2504.0,,24.889899174002412,,,,75.06127450980392,400.0,datos,Kitchen(depto)
51522,"Small Truckload of Electronics, Wireless & Mor","Electronics, Wireless",DE,159947.0,3311.0,15521.0,16.228251282786776,25956.601079278964,6142.58,-9378.42,46.859923596479135,282.0,datos,Electronics(depto); Wireless(depto)
51428,"4 Pallets of Games, Vehicles & More, 561 Piece","Games, Vehicles",DE,18540.0,561.0,1525.0,11.666090647679484,2162.893206079776,0.0,-1525.0,30.92643051771117,317.0,datos,Games(exacta); Vehicles(exacta)
51485,"4 Pallets of Personal Care, Drugstore & More, ","Personal Care, Drugstore",IT,34206.0,1103.0,3604.0,19.918881877270017,6813.452734938982,996.44,-2607.56,66.15168539325842,420.0,datos,Shaving & Hair Removal Appliances(alias); Drugstore(depto)
50580,"4 Pallets of Home Entertainment, PC Goods & Mo","Home Entertainment, PC Goods",ES,19597.0,309.0,100.0,9.666827944987196,1894.4082723791407,478.91,378.91,25.0,270.0,datos,Home Entertainment(exacta)
51158,"4 Pallets of PC Goods, Wireless & More, 708 Pi","PC Goods, Wireless",ES,66697.0,708.0,125.0,13.276722086146941,8855.175329797426,2238.59,2113.59,40.81287044877222,283.0,datos,Wireless(depto)
51157,"4 Pallets of Games, Learning & Exploration & M","Games, Learning & Exploration",ES,19978.0,605.0,100.0,12.160636184557108,2429.451896950819,614.17,514.17,29.418344519015662,317.0,datos,Games(exacta); Learning & Exploration(exacta)
50900,"4 Pallets of Floorcare, Food Prep & More, 148 ","Floorcare, Food Prep",DE,21082.0,148.0,2251.0,22.487642178314022,4740.844724032162,433.77,-1817.23,73.22945205479452,386.0,datos,Floorcare(exacta); Food Preparation(aprox)
50868,"Small Truckload of Home Goods, Lawn and Garden","Home Goods, Lawn and Garden",ES,16404.0,365.0,1650.0,38.951533558918555,6389.609565005,1196.04,-453.96000000000004,70.76566125290023,366.0,datos,Lawn and Garden(depto)
51458,"Truckload of Hot Beverage Makers, Ironing & Mo","Hot Beverage Makers, Ironing",UK,,2190.0,,26.7314763886054,,,,71.09293802308407,367.5,datos,Hot Beverage Makers(exacta); Ironing(exacta)
51541,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",UK,,720.0,,19.10405129047176,,,,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
51407,"Small Truckload of Pool & Spa, Gardening Equip","Pool & Spa, Gardening Equipment & ",ES,21525.0,326.0,1575.0,37.26382770811985,8021.0389141727965,1608.47,33.47000000000003,80.79545454545453,366.0,datos,Pool & Spa(exacta); Gardening Equipment & Storage(exacta)
51560,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",IT,29456.0,702.0,2380.0,19.10405129047176,5627.289348121361,696.58,-1683.42,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
51549,"Small Truckload of Laundry, Dishwashers & More","Laundry, Dishwashers",ES,17241.0,113.0,1426.0,9.58876072998768,1653.1982374571758,0.0,-1426.0,25.0,439.0,datos,Laundry(exacta); Dishwashers(exacta)
51573,"UNMANIFESTED Truckload of Mixed Categories, Cu",None,IT,,,4026.0,24.031715526945305,,,,,,global,(global)
51596,"4 Pallets of Lighting, Housewares & More, 688 ","Lighting, Housewares",DE,16285.0,688.0,1625.0,24.75981342827433,4032.1356167944746,254.6,-1370.4,51.082187364200905,364.0,datos,Lighting(exacta); Housewares(exacta)
51582,"4 Pallets of Video Games, Office Products & Mo","Video Games, Office Products",PL,13070.0,261.0,1686.0,10.136792413347841,1324.8787684245628,0.0,-1686.0,0.0,29.0,datos,Video Games(depto)
50587,"Small Truckload of Lawn and Garden, Home Impro","Lawn and Garden, Home Improvement",ES,31124.0,168.0,100.0,32.43138810573177,10093.945234027957,2132.5,2032.5,63.91211844777334,368.5,datos,Lawn and Garden(depto); Home Improvement(depto)
51159,"4 Pallets of Hair Care Appliances, Shaving & H","Hair Care Appliances, Shaving & Ha",ES,27684.0,496.0,100.0,27.828545215457474,7704.054457447247,1947.58,1847.58,77.13494899158478,431.0,datos,Hair Care Appliances(exacta); Shaving & Hair Removal Appliances(exacta)
51189,"4 Pallets of Oral Care Appliances, Medical App","Oral Care Appliances, Medical Appl",ES,19315.0,361.0,100.0,31.570320770433742,6097.807456809277,1541.53,1441.53,75.28673835125448,431.0,datos,Oral Care Appliances(exacta); Medical Appliances(exacta)
50620,"4 Pallets of Brush & Electric Brooms, Robotic ","Brush & Electric Brooms, Robotic V",DE,25123.0,62.0,100.0,24.031715526945305,6037.487891834469,761.56,661.56,,,global,(global)
50584,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",ES,13230.0,127.0,100.0,19.10405129047176,2527.4659857294137,638.94,538.94,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
50627,"4 Pallets of Electronics, PC Goods & More, 1,3","Electronics, PC Goods",DE,62424.0,1314.0,100.0,19.17978047942661,11972.786166477268,2262.0,2162.0,52.90697674418605,281.0,datos,Electronics(depto)
50631,"Truckload of Kitchen, Home Goods & More, 2,262","Kitchen, Home Goods",UK,,2262.0,,24.889899174002412,,,,75.06127450980392,400.0,datos,Kitchen(depto)
50596,"UNMANIFESTED Truckload of Mixed Categories, Cu",None,IT,,,100.0,24.031715526945305,,,,,,global,(global)
50622,"Small Truckload of Personal Care, Beauty & Mor","Personal Care, Beauty",DE,180076.0,6049.0,100.0,15.530823298816607,27967.285363576993,6650.88,6550.88,41.151685393258425,431.0,datos,Shaving & Hair Removal Appliances(alias); Beauty(depto)
50610,"Truckload of Lawn and Garden, Furniture & More","Lawn and Garden, Furniture",PL,32333.0,382.0,100.0,35.19777696686239,11380.497226695617,2261.23,2161.23,76.89226458871428,269.0,datos,Lawn and Garden(depto); Furniture(exacta)
50602,"Small Truckload of Toys, Sporting Goods & More","Toys, Sporting Goods",PL,86695.0,2715.0,100.0,34.69615938509006,30079.83537890383,7184.93,7084.93,52.27272727272727,272.5,datos,Toys(exacta); Exercise & Fitness(alias)
50586,"Small Truckload of Home Goods, Kitchen & More,","Home Goods, Kitchen",ES,42143.0,790.0,525.0,24.889899174002412,10489.350208899836,2232.46,1707.46,75.06127450980392,400.0,datos,Kitchen(depto)
50615,"Small Truckload of Auto Goods, Home Improvemen","Auto Goods, Home Improvement",DE,90617.0,3069.0,100.0,19.10405129047176,17311.518157886796,3957.1,3857.1,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51259,"4 Pallets of Toys, Lawn and Garden & More, 498","Toys, Lawn and Garden",IT,16553.0,498.0,100.0,30.558920227144498,5058.418065199229,552.77,452.77,62.65555789917738,365.0,datos,Toys(exacta); Lawn and Garden(depto)
51261,"4 Pallets of Toys, Sporting Goods & More, 774 ","Toys, Sporting Goods",PL,23895.0,774.0,100.0,34.69615938509006,8290.64728506727,1224.68,1124.68,52.27272727272727,272.5,datos,Toys(exacta); Exercise & Fitness(alias)
50833,"4 Pallets of Floorcare, Food Prep & More, 329 ","Floorcare, Food Prep",DE,20661.0,329.0,1825.0,22.487642178314022,4646.17175046146,409.83,-1415.17,73.22945205479452,386.0,datos,Floorcare(exacta); Food Preparation(aprox)
51492,"6 Pallets of Floorcare Accessories, Floorcare ","Floorcare Accessories, Floorcare",PL,24529.0,69.0,1275.0,27.62476558907227,6776.078751343537,1712.99,437.99,64.32560590094836,416.0,datos,Floorcare Accessories(exacta); Floorcare(exacta)
51269,"4 Pallets of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",DE,22542.0,723.0,100.0,19.10405129047176,4306.435241898144,323.95,223.95,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51270,"4 Pallets of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",DE,23235.0,805.0,100.0,19.10405129047176,4438.826317341113,357.42,257.42,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51272,"UNMANIFESTED Truckload of Mixed Categories, Cu",None,DE,,,2051.0,24.031715526945305,,,,,,global,(global)
51273,"UNMANIFESTED 4 Pallets of Mixed Categories, Cu",None,DE,,,2025.0,24.031715526945305,,,,,,global,(global)
51274,"UNMANIFESTED 4 Pallets of Mixed Categories, Cu",None,DE,,,100.0,24.031715526945305,,,,,,global,(global)
51276,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",UK,,723.0,,19.10405129047176,,,,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
51238,"4 Pallets of PC Goods, Home Entertainment & Mo","PC Goods, Home Entertainment",ES,17465.0,297.0,100.0,9.666827944987196,1688.3115005920138,426.81,326.81,25.0,270.0,datos,Home Entertainment(exacta)
51350,"Truckload of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",PL,66709.0,559.0,3925.0,19.10405129047176,12744.121575360807,2605.95,-1319.0500000000002,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51367,"Truckload of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",PL,70645.0,553.0,4335.0,19.10405129047176,13496.057034153775,2796.04,-1538.96,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51374,"4 Pallets of Wireless, Drugstore & More, 944 P","Wireless, Drugstore",UK,,944.0,,11.02641962152688,,,,45.40643522438611,346.0,datos,Wireless(depto); Drugstore(depto)
51383,"4 Pallets of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",DE,24031.0,866.0,2325.0,19.10405129047176,4590.894565613268,395.86,-1929.1399999999999,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
50735,"4 Pallets of PC Goods, Electronics & More, 256","PC Goods, Electronics",ES,25196.0,256.0,1825.0,19.17978047942661,4832.537489596329,1221.67,-603.3299999999999,52.90697674418605,281.0,datos,Electronics(depto)
51361,"Small Truckload of Home Entertainment, Office ","Home Entertainment, Office Product",ES,23982.0,48.0,225.0,9.666827944987196,2318.2986777668293,166.82,-58.18000000000001,25.0,270.0,datos,Home Entertainment(exacta)
51357,"Small Truckload of Kitchen, Home Goods & More,","Kitchen, Home Goods",IT,91445.0,1553.0,3435.0,24.889899174002412,22760.568299666505,5334.62,1899.62,75.06127450980392,400.0,datos,Kitchen(depto)
51369,"4 Pallets of Personal Care, Luxury Beauty & Mo","Personal Care, Luxury Beauty",IT,54813.0,1583.0,4913.0,31.061646597633214,17025.820349560694,3578.13,-1334.87,82.30337078651685,431.0,datos,Shaving & Hair Removal Appliances(alias)
51349,"Truckload of Printing Hardware, Accessories & ","Printing Hardware, Accessories",PL,67251.0,665.0,4025.0,20.756592371521144,13959.015935771684,2913.08,-1111.92,69.14582062233069,313.5,datos,Printing Hardware(exacta); Accessories(exacta)
51372,"Small Truckload of Printing Hardware, Office S","Printing Hardware, Office Supplies",PL,36059.0,483.0,2525.0,19.26398233331016,6946.399389568311,1336.8,-1188.2,61.27733026467204,317.5,datos,Printing Hardware(exacta); Office Supplies(exacta)
51360,"4 Pallets of Auto Goods, Major Appliances & Mo","Auto Goods, Major Appliances",IT,12976.0,283.0,625.0,27.72782252695777,3597.96225109804,183.56,-441.44,63.64768887106936,400.5,datos,Spare & Repair Parts Car & Truck(alias); Major Appliances(depto)
51351,"Truckload of Floorcare, Floorcare Accessories ","Floorcare, Floorcare Accessories",PL,56803.0,232.0,2875.0,27.62476558907227,15691.695597560722,3351.1,476.0999999999999,64.32560590094836,416.0,datos,Floorcare(exacta); Floorcare Accessories(exacta)
51352,"Truckload of Floorcare, Floorcare Accessories ","Floorcare, Floorcare Accessories",PL,80660.0,329.0,3025.0,27.62476558907227,22282.135924145692,5017.16,1992.1599999999999,64.32560590094836,416.0,datos,Floorcare(exacta); Floorcare Accessories(exacta)
51353,"6 Pallets of Floorcare Accessories, Floorcare ","Floorcare Accessories, Floorcare",PL,24529.0,69.0,1275.0,27.62476558907227,6776.078751343537,1712.99,437.99,64.32560590094836,416.0,datos,Floorcare Accessories(exacta); Floorcare(exacta)
51354,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",PL,18283.0,114.0,1311.0,26.38146042823808,4823.322410094768,348.14,-962.86,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
51355,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",PL,27672.0,177.0,1786.0,26.38146042823808,7300.277729702041,974.31,-811.69,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
51356,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",PL,23565.0,45.0,1725.0,26.38146042823808,6216.791149914304,700.4,-1024.6,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
51358,"4 Pallets of Floorcare, Housewares & More, 340","Floorcare, Housewares",PL,18204.0,340.0,1225.0,21.369014699857114,3890.015435961989,112.2,-1112.8,62.721976971738044,382.5,datos,Floorcare(exacta); Housewares(exacta)
51362,"4 Pallets of Floorcare, Printing Hardware & Mo","Floorcare, Printing Hardware",PL,24119.0,69.0,1235.0,21.263185754931058,5128.467772231822,425.28,-809.72,80.93399750933997,372.5,datos,Floorcare(exacta); Printing Hardware(exacta)
51364,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",PL,27794.0,57.0,1051.0,26.38146042823808,7332.463111424492,982.45,-68.54999999999995,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
51368,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",PL,18888.0,82.0,1235.0,26.38146042823808,4982.9302456856085,388.48,-846.52,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
51384,"4 Pallets of Floorcare, Floorcare Accessories ","Floorcare, Floorcare Accessories",PL,15737.0,35.0,1176.0,27.62476558907227,4347.309360752303,227.8,-948.2,64.32560590094836,416.0,datos,Floorcare(exacta); Floorcare Accessories(exacta)
51391,"Small Truckload of Robotic Vacuums, Brush & El","Robotic Vacuums, Brush & Electric ",DE,101730.0,213.0,4145.0,24.031715526945305,24447.464205561457,5761.07,1616.0699999999997,,,global,(global)
50745,"UNMANIFESTED Truckload of Mixed Categories, Cu",None,IT,,,4810.0,24.031715526945305,,,,,,global,(global)
50818,"Small Truckload of Auto Goods, Home Improvemen","Auto Goods, Home Improvement",PL,30420.0,251.0,1913.0,19.10405129047176,5811.452402561509,1049.88,-863.1199999999999,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
51589,"Truckload of Toys, Sporting Goods & More, 2,91","Toys, Sporting Goods",PL,113188.0,2910.0,6025.0,34.69615938509006,39271.88888479574,9312.17,3287.17,52.27272727272727,272.5,datos,Toys(exacta); Exercise & Fitness(alias)
50825,"4 Pallets of Home Goods, Toys & More, 866 Piec","Home Goods, Toys",PL,25721.0,866.0,2980.0,22.16630689537044,5701.39579655823,570.11,-2409.89,54.54545454545454,364.0,datos,Toys(exacta)
50820,4 Pallets of Shaving & Hair Removal Appliances,"Shaving & Hair Removal Appliances,",PL,18421.0,284.0,3410.0,30.3617147074567,5592.931466260598,542.69,-2867.31,82.54953485562402,431.0,datos,Shaving & Hair Removal Appliances(exacta); Oral Care Appliances(exacta)
51416,"Small Truckload of Office Products, Video Game","Office Products, Video Games",PL,35012.0,375.0,1925.0,10.136792413347841,3549.093759761346,477.96,-1447.04,0.0,29.0,datos,Video Games(depto)
50822,4 Pallets of Shaving & Hair Removal Appliances,"Shaving & Hair Removal Appliances,",PL,19946.0,325.0,1525.0,32.270252660610254,6436.624595685322,755.98,-769.02,75.04057428214732,431.0,datos,Shaving & Hair Removal Appliances(exacta); Medical Appliances(exacta)
51462,"4 Pallets of Wireless, Office Products & More,","Wireless, Office Products",UK,,811.0,,13.276722086146941,,,,40.81287044877222,283.0,datos,Wireless(depto)
50817,"4 Pallets of Spare & Repair Parts Car & Truck,","Spare & Repair Parts Car & Truck, ",PL,19268.0,356.0,2640.0,21.910998859271754,4221.811260204482,196.07,-2443.93,66.0105580693816,371.0,datos,Spare & Repair Parts Car & Truck(exacta); Motorcycle Clothing & Helmets(exacta)
50795,"Small Truckload of TVs 61""-69"", TVs 70"" and La","TVs 61""-69"", TVs 70"" and Larger",ES,19644.0,26.0,150.0,24.031715526945305,4720.790198113135,774.17,624.17,,,global,(global)
51399,4 Pallets of Shaving & Hair Removal Appliances,"Shaving & Hair Removal Appliances,",ES,22136.0,412.0,2150.0,27.828545215457474,6160.126768893666,1557.28,-592.72,77.13494899158478,431.0,datos,Shaving & Hair Removal Appliances(exacta); Hair Care Appliances(exacta)
51516,"4 Pallets of Games, Vehicles & More, 637 Piece","Games, Vehicles",DE,21106.0,637.0,1257.0,11.666090647679484,2462.245092099232,0.0,-1257.0,30.92643051771117,317.0,datos,Games(exacta); Vehicles(exacta)
51435,"4 Pallets of Cycling, Snow & More, 613 Pieces,","Cycling, Snow",DE,27864.0,613.0,3136.0,40.452531429744745,11271.693357584076,2084.76,-1051.2399999999998,42.857142857142854,204.75,datos,Cycling(exacta); Snow(exacta)
50819,"Truckload of Garden & Landscaping Tools, Plumb","Garden & Landscaping Tools, Plumbi",PL,56711.0,601.0,2535.0,26.284482304097583,14906.19275947678,3152.52,617.52,68.31056793673615,334.0,datos,Garden & Landscaping Tools(exacta); Plumbing and Bath(exacta)
51527,"4 Pallets of Floorcare, Hot Beverage Makers & ","Floorcare, Hot Beverage Makers",DE,17607.0,324.0,1801.0,26.38146042823808,4644.983737599879,409.53,-1391.47,78.84961780065088,386.0,datos,Floorcare(exacta); Hot Beverage Makers(exacta)
50806,"UNMANIFESTED Truckload of Mixed Categories, Cu",None,IT,,,4685.0,24.031715526945305,,,,,,global,(global)
51447,"4 Pallets of Auto Goods, Home Improvement & Mo","Auto Goods, Home Improvement",DE,24647.0,799.0,1024.0,19.10405129047176,4708.575521562575,425.61,-598.39,47.873179224038154,371.0,datos,Spare & Repair Parts Car & Truck(alias); Home Improvement(depto)
50793,"4 Pallets of Hair Care Appliances, Medical App","Hair Care Appliances, Medical Appl",ES,26475.0,440.0,3870.0,29.037151278434514,7687.585800965538,1943.42,-1926.58,69.87215248721526,431.0,datos,Hair Care Appliances(exacta); Medical Appliances(exacta)
50838,"4 Pallets of Personal Care, Drugstore & More, ","Personal Care, Drugstore",DE,39594.0,866.0,4024.0,19.918881877270017,7886.682090486291,1229.03,-2794.9700000000003,66.15168539325842,420.0,datos,Shaving & Hair Removal Appliances(alias); Drugstore(depto)
51523,"Small Truckload of Electronics, PC Goods & Mor","Electronics, PC Goods",DE,125165.0,2406.0,11111.0,19.17978047942661,24006.37223707432,5649.56,-5461.44,52.90697674418605,281.0,datos,Electronics(depto)
51538,"Small Truckload of Drugstore, Beauty & More, 2","Drugstore, Beauty",UK,,2028.0,,4.3880585784534105,,,,25.0,409.0,datos,Drugstore(depto); Beauty(depto)
50883,"Small Truckload of Housewares, Lighting & More","Housewares, Lighting",PL,20976.0,611.0,1250.0,24.75981342827433,5193.618464714824,893.7,-356.29999999999995,51.082187364200905,364.0,datos,Housewares(exacta); Lighting(exacta)
50866,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",ES,14365.0,310.0,1310.0,19.10405129047176,2744.2969678762684,693.76,-616.24,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
50844,"4 Pallets of Home Improvement, Auto Goods & Mo","Home Improvement, Auto Goods",UK,,733.0,,19.10405129047176,,,,47.873179224038154,371.0,datos,Home Improvement(depto); Spare & Repair Parts Car & Truck(alias)
51479,"4 Pallets of Personal Care, Luxury Beauty & Mo","Personal Care, Luxury Beauty",IT,56351.0,1407.0,5365.0,31.061646597633214,17503.54847423229,3698.9,-1666.1,82.30337078651685,431.0,datos,Shaving & Hair Removal Appliances(alias)
51404,"Truckload of Home Improvement, Industrial Supp","Home Improvement, Industrial Suppl",ES,60705.0,586.0,6875.0,25.911242652544995,15729.41985222744,3360.63,-3514.37,57.05857564264644,371.0,datos,Home Improvement(depto)
